dni;nombreapellido;telefono;email;fechanacimiento;profesor;bibliotecario;direccion;localidad_cp
26764076;Goyo Ríos Guerra;(840) 981-1117;bogjobber@msn.com;1992-04-18;FALSE;FALSE;208 Grove Road;London
48737617;Rufino Beltran-Torralba;(693) 870-1822;alhajj@mac.com;1982-10-22;FALSE;FALSE;W43 9QS;6 Main Road
43449555;Apolonia Pareja Real;(388) 451-5422;blixem@mac.com;1992-11-24;FALSE;FALSE;London;SW18 9FH
25758341;Herminia Samper Sureda;(780) 656-1096;zilla@sbcglobal.net;1992-05-22;FALSE;FALSE;85 Broadway;London
32036813;Loida Morera;(579) 952-6808;shaffei@msn.com;1988-06-02;FALSE;FALSE;N71 3MK;72 Queen Street
28813555;Milagros Cadenas;(387) 538-2533;breegster@live.com;1983-10-16;FALSE;FALSE;London;SE85 6RQ
48868031;Ema Saura;(727) 372-5713;pplinux@yahoo.com;1993-01-18;FALSE;FALSE;877 North Road;London
28351226;Angelino Ibañez Bonet;(317) 672-5744;nasarius@optonline.net;1985-07-27;FALSE;FALSE;W93 5YP;18 York Road
32396163;Candelas Gutierrez Solana;(329) 891-2077;kuparine@live.com;1991-06-07;FALSE;FALSE;London;N49 2BS
36362049;Lucio Figuerola-Lorenzo;(398) 404-4531;rohitm@comcast.net;1985-05-19;FALSE;FALSE;1 The Avenue;London
25262875;Benita Ramírez Ribera;(951) 374-6032;msloan@sbcglobal.net;1973-05-30;FALSE;FALSE;W02 8UK;549 West Street
23207217;Zaida Tovar Tolosa;(361) 244-5124;jschauma@sbcglobal.net;1970-07-05;FALSE;FALSE;London;NW17 2GU
37183520;Héctor Puga Tudela;(308) 927-4163;ramollin@icloud.com;1982-02-24;FALSE;FALSE;62 Richmond Road;London
28830596;Adelina Carmona Bayo;(604) 635-3303;seanq@gmail.com;1975-01-05;FALSE;FALSE;W42 9AC;89 West Street
51382308;Carmelita Tejedor Casas;(334) 850-8140;bartak@sbcglobal.net;1991-07-23;FALSE;FALSE;London;EC06 1BX
51909434;Bernarda Quero Córdoba;(551) 463-3914;jeteve@outlook.com;1975-04-19;FALSE;FALSE;45 The Crescent;London
27458893;Evita Alfaro Miguel;(732) 565-1110;wsnyder@live.com;1979-12-10;FALSE;FALSE;SE53 2CJ;42 Albert Road
53117929;Lidia Reyes Carbajo Pla;(312) 348-5773;sinclair@gmail.com;1985-01-15;FALSE;FALSE;London;W73 9BU
48179837;Carlota Rosell Baños;(637) 729-8146;gboss@verizon.net;1988-01-08;FALSE;FALSE;28 Windsor Road;London
35892788;Fausto Montero Sanmartín;(809) 618-5906;helger@yahoo.ca;1999-10-12;FALSE;FALSE;EC06 3FQ;36 Albert Road
49540339;Lalo Castellanos Rueda;(875) 247-7784;chrwin@me.com;1997-12-04;FALSE;FALSE;London;W06 3RG
46387950;Sabina Jover-Mendoza;(922) 389-1420;frosal@me.com;1975-05-24;FALSE;FALSE;3 St. John’s Road;London
32056699;Nuria Mur;(358) 338-4360;jfinke@optonline.net;1988-11-06;FALSE;FALSE;WC80 6TR;16 School Lane
52784842;Feliciana Gutierrez Mora;(371) 781-3986;tbmaddux@comcast.net;1980-09-18;FALSE;FALSE;London;E18 4JN
34978809;Jerónimo Vidal Hernandez;(994) 884-8160;gumpish@aol.com;1991-10-05;FALSE;FALSE;22 Church Street;London
41900119;Fortunata Jordán;(410) 711-4695;pplinux@icloud.com;1981-09-21;FALSE;FALSE;NW51 4UV;91 Springfield Road
37815461;Manu Céspedes Corominas;(679) 967-9642;cvrcek@att.net;1992-10-24;FALSE;FALSE;London;SW78 0SY
26638337;Áurea Guzman;(392) 902-5044;neuffer@verizon.net;1998-09-22;FALSE;FALSE;96 The Avenue;London
30464159;Modesta Lledó Izquierdo;(812) 508-9807;jsbach@msn.com;1987-06-24;FALSE;FALSE;SE59 7HT;17 North Road
28935210;Telmo Lastra-Cuervo;(422) 416-4444;biglou@yahoo.com;1998-02-16;FALSE;FALSE;London;E76 4QI
24419814;Iris Camino-Briones;(473) 919-0061;andale@icloud.com;1971-04-21;FALSE;FALSE;5 George Street;London
24371610;Clarisa Belda Cid;(822) 736-4675;irving@me.com;1999-05-03;FALSE;FALSE;N05 2BR;78 Church Road
36454131;Petrona Palau Soto;(833) 823-6470;cisugrad@icloud.com;1994-10-24;FALSE;FALSE;London;E48 9XF
28728342;Cándido Alcázar Canales;(413) 463-3164;gator@gmail.com;1986-05-13;FALSE;FALSE;44 Manor Road;London
22810981;Jose Carlos Lopez Lledó;(780) 604-2895;bflong@sbcglobal.net;1989-09-15;FALSE;FALSE;SW74 1UW;9822 Victoria Street
46589410;Adoración de Casanova;(262) 211-0265;jginspace@outlook.com;1990-04-21;FALSE;TRUE;London;NW53 4EZ
32176325;Gregorio Salamanca;(268) 712-7660;mugwump@gmail.com;1981-05-17;FALSE;FALSE;90 St. John’s Road;London
45960319;Miguel Llopis;(744) 267-9349;noticias@hotmail.com;1979-08-29;FALSE;FALSE;E21 5SK;93 London Road
27929252;Eutimio Gilberto Pagès Ricart;(949) 257-2530;bartlett@aol.com;1974-01-27;FALSE;FALSE;London;N67 8OM
54925646;Anita Roca-Soler;(834) 971-5240;mlewan@mac.com;1986-08-02;FALSE;FALSE;82 West Street;London
32725684;Adalberto Gomis-Bello;(707) 279-5282;fukuchi@sbcglobal.net;1990-12-01;FALSE;FALSE;W06 1LQ;17 Manchester Road
50513705;Paz Giner Reig;(934) 362-5596;mhoffman@me.com;1998-07-18;FALSE;FALSE;London;WC13 9CG
31671739;Horacio Cuéllar Escobar;(336) 533-6650;mxiao@icloud.com;1992-04-14;FALSE;FALSE;7 Stanley Road;London
23168788;Urbano Real-Tolosa;(375) 573-3606;linuxhack@verizon.net;1972-09-07;FALSE;FALSE;EC36 4JR;9482 Richmond Road
36523733;Curro Segarra Peinado;(944) 481-9531;speeves@me.com;1990-04-19;FALSE;FALSE;London;SW21 0LV
30848654;Clemente Nevado;(466) 210-7434;petersko@sbcglobal.net;1999-09-18;FALSE;FALSE;319 The Grove;London
30196911;Azucena Elías Heredia;(832) 804-2690;baveja@optonline.net;1977-01-07;FALSE;FALSE;E75 8HS;580 Broadway
28746362;Nicolasa Villena-Saura;(347) 847-3387;koudas@optonline.net;1989-04-15;FALSE;FALSE;London;N85 9WT
35267459;Luis Miguel Amaya;(301) 821-4226;sravani@hotmail.com;1990-04-21;FALSE;FALSE;65 High Street;London
38388687;Salomé Pla Pons;(462) 752-6248;crowemojo@optonline.net;1991-10-29;FALSE;FALSE;N12 0BH;87 Main Road
48942423;Nazaret Morán Escamilla;(400) 658-1904;themer@hotmail.com;1980-08-30;FALSE;FALSE;London;WC72 9SR
28865446;Rafael Edu Zamorano Ochoa;(596) 653-4507;jdhedden@live.com;1973-10-09;FALSE;FALSE;71 Stanley Road;London
47041497;Sergio Salmerón Carreras;(519) 384-8287;chance@live.com;1992-01-22;FALSE;FALSE;WC50 3YX;9496 Main Street
38901287;Mamen del Carrasco;(896) 641-7976;mcnihil@verizon.net;1980-08-19;FALSE;FALSE;London;EC92 0MA
30217300;Tecla Aparicio Boada;(288) 958-3534;jnolan@verizon.net;1978-03-30;FALSE;FALSE;517 Stanley Road;London
41469151;Amado Rodríguez Girón;(871) 820-2589;henkp@icloud.com;1988-01-04;FALSE;FALSE;SW28 3JH;382 West Street
50138425;Jordi Seco Cantón;(303) 681-8666;caidaperl@verizon.net;1976-07-01;FALSE;FALSE;London;SE06 9AR
44609450;Manu Vega Girona;(385) 830-3297;thowell@me.com;1980-06-10;FALSE;FALSE;69 High Street;London
31126103;Basilio Riquelme Gordillo;(971) 618-7510;techie@yahoo.com;1976-06-21;FALSE;FALSE;N75 9BF;859 George Street
27136923;Emiliano Marín;(851) 584-2900;mfburgo@sbcglobal.net;1998-11-27;FALSE;FALSE;London;N12 9TU
29475665;Itziar de Castellanos;(247) 995-5965;dpitts@yahoo.ca;1994-10-29;FALSE;FALSE;41 Alexander Road;London
43096916;Carmelita del Cabezas;(998) 535-6878;scotfl@gmail.com;1986-10-31;FALSE;FALSE;NW29 1SG;763 The Green
34455049;Rufina Ballester Llamas;(350) 396-0627;mhouston@mac.com;1970-12-09;FALSE;FALSE;London;E86 3DU
23520133;Obdulia Escribano;(770) 862-7445;mmccool@mac.com;1973-11-23;FALSE;FALSE;84 Church Lane;London
32328568;Eli Montero;(786) 235-4329;gamma@live.com;1984-04-05;FALSE;FALSE;E61 2JK;5 King Street
42637963;Edelmiro Expósito Colomer;(300) 685-3494;gastown@me.com;1989-09-20;FALSE;FALSE;London;SW74 1QG
52251851;Encarnacion Calderón-Olmedo;(226) 599-5111;earmstro@optonline.net;1998-06-05;FALSE;FALSE;319 Alexander Road;London
47440589;Toribio Aller Parra;(560) 348-7975;luebke@gmail.com;1988-12-04;FALSE;FALSE;NW41 9IZ;9 Chester Road
46697221;Hugo Tamarit Hoz;(693) 263-4900;jschauma@gmail.com;1990-05-01;FALSE;FALSE;London;NW12 4XH
49975262;Renata del Alberola;(546) 784-9818;kiddailey@hotmail.com;1995-12-13;FALSE;FALSE;363 The Green;London
41999173;Prudencio Carreras Cobo;(212) 965-6554;hakim@comcast.net;1987-07-02;FALSE;FALSE;W28 9FC;62 The Green
38321248;Fabio de Arrieta;(889) 443-1755;aukjan@sbcglobal.net;1978-12-24;FALSE;FALSE;London;NW06 8XV
52887118;Ciro Hernando Puga Patiño;(848) 779-2483;policies@hotmail.com;1999-06-10;FALSE;FALSE;78 Springfield Road;London
54214131;Efraín Anguita Torres;(805) 697-3346;lbaxter@outlook.com;1973-07-26;FALSE;FALSE;NW41 6MG;92 Church Lane
47680906;Claudia Clemente Bertrán;(913) 721-8266;grolschie@mac.com;1993-08-30;FALSE;FALSE;London;N23 0XZ
42925685;Brunilda Paredes-Fajardo;(282) 349-2003;mjewell@hotmail.com;1970-12-08;FALSE;FALSE;9 Main Road;London
43640792;Nicolás Moles Colomer;(963) 229-9721;rande@hotmail.com;1988-08-07;FALSE;FALSE;SW19 4ZN;9529 Springfield Road
48817540;Fátima Alemany Puerta;(546) 649-9186;gravyface@optonline.net;1974-04-14;FALSE;FALSE;London;SW41 7WV
39406629;Gabriela González Robles;(790) 423-9896;symbolic@aol.com;1972-03-17;FALSE;FALSE;76 The Grove;London
52216369;Norberto Cerdá-Fernández;(402) 426-6854;payned@sbcglobal.net;1998-10-21;FALSE;FALSE;SE80 7ZT;72 New Road
26905178;Mónica Colom Larrea;(258) 814-1284;zeitlin@msn.com;1984-08-25;FALSE;FALSE;London;N70 4MS
51783696;Eusebio González Figuerola;(832) 468-1526;shang@outlook.com;1974-01-13;FALSE;FALSE;5 Victoria Street;London
26668291;Isaac del Amaya;(587) 654-1459;atmarks@mac.com;1979-11-30;FALSE;FALSE;N28 3JE;89 York Road
50716598;Víctor Gisbert;(786) 599-5695;jugalator@optonline.net;1972-12-22;FALSE;FALSE;London;NW26 3BP
46018158;Paca Castell Viana;(673) 380-1953;amimojo@yahoo.com;1982-03-08;FALSE;FALSE;9535 Manchester Road;London
50993020;Belen Zoraida Baró Lozano;(787) 598-7416;library@outlook.com;1975-06-20;FALSE;FALSE;N85 7LD;925 George Street
32305171;Pastor Fuente Arenas;(252) 212-3211;mwandel@verizon.net;1995-09-07;FALSE;FALSE;London;NW69 5KE
34493130;Amaro Quero Paredes;(458) 895-2442;mfburgo@hotmail.com;1980-04-12;FALSE;FALSE;520 Albert Road;London
40996999;Margarita del Coronado;(901) 850-8259;hyper@yahoo.ca;1995-07-17;FALSE;FALSE;SE34 0ME;68 Main Road
53164889;Calixto España Jove;(625) 448-6097;rjones@sbcglobal.net;1995-11-25;FALSE;FALSE;London;N36 2IX
51717211;Sofía Mulet Benet;(556) 902-0359;naoya@aol.com;1987-05-05;FALSE;FALSE;567 Albert Road;London
32480986;Melania Ariadna Barceló Garcés;(419) 691-3967;hermanab@mac.com;1980-03-30;FALSE;FALSE;WC72 9NZ;38 Richmond Road
35079863;Albina Dulce Nieto Ferrándiz;(299) 917-8437;pakaste@icloud.com;1997-04-29;FALSE;FALSE;London;W46 2BU
34202524;Pepita Roig;(568) 949-0998;wainwrig@optonline.net;1983-08-10;FALSE;FALSE;23 Park Avenue;London
54161235;Marcela Leal Montes;(377) 519-0306;jeteve@optonline.net;1985-12-26;FALSE;FALSE;SW89 6BP;9772 George Street
50686734;Paloma Salvà Carvajal;(266) 259-5870;singer@yahoo.ca;1975-03-26;FALSE;FALSE;London;EC32 7ZT
52049941;Adelia Martí Bello;(399) 366-1808;telbij@msn.com;1990-10-18;FALSE;FALSE;584 Park Avenue;London
39486475;Atilio Batalla Rios;(494) 586-8976;bancboy@verizon.net;1988-01-31;FALSE;FALSE;SW73 5IR;99 High Street
26178197;Felicia Novoa Cózar;(255) 815-9078;thassine@sbcglobal.net;1993-05-03;FALSE;FALSE;London;W07 1MG
42190905;Petrona Guardia Céspedes;(727) 783-4000;skajan@gmail.com;1993-05-24;FALSE;FALSE;81 Manor Road;London
52268128;Tito Oliveras-Mármol;(848) 504-4182;mjewell@verizon.net;1981-09-30;FALSE;FALSE;N69 4QH;47 St. John’s Road
51283337;Urbano Plana Cornejo;(746) 203-6657;augusto@outlook.com;1987-04-04;FALSE;FALSE;London;SE32 0CN
45353335;Anselma Rodriguez Bernad;(865) 416-9258;crandall@comcast.net;1984-07-28;FALSE;FALSE;21 Manor Road;London
53546617;Adrián Fabra Viña;(965) 404-9334;tokuhirom@msn.com;1996-03-04;FALSE;FALSE;EC85 9TN;82 George Street
40567891;Nicolasa Becerra Sánchez;(928) 728-1293;martyloo@verizon.net;1984-07-02;FALSE;FALSE;London;WC75 0HJ
52807303;Ágata Carbajo Calvo;(979) 684-4030;floxy@gmail.com;1982-06-02;FALSE;FALSE;9459 King Street;London
28426298;Pepita Laura Lladó Franch;(667) 933-2880;paulv@verizon.net;1992-07-12;FALSE;FALSE;WC09 3CX;7 South Street
48428539;Noemí Carpio Seco;(569) 583-5618;linuxhack@msn.com;1973-03-08;FALSE;FALSE;London;E78 3QR
44416577;Edelmira Mosquera Recio;(553) 319-8193;tlinden@mac.com;1993-03-13;FALSE;FALSE;288 Broadway;London
36608139;Petrona Fonseca Martínez;(216) 642-1783;juerd@gmail.com;1977-05-03;FALSE;FALSE;N82 6DQ;79 North Road
22643178;Fernando Peralta Arévalo;(758) 641-0007;stellaau@comcast.net;1983-05-29;FALSE;FALSE;London;NW36 9XU
33085763;Ariel Florencio Dávila Aramburu;(647) 600-0763;miturria@yahoo.ca;1975-02-23;FALSE;FALSE;13 Victoria Road;London
40757332;Magdalena Almansa Bayona;(389) 210-4301;inico@yahoo.com;1983-11-11;FALSE;FALSE;W62 7UD;43 The Green
25395252;Amancio Chuy Cañas Garcia;(559) 237-4254;joelw@verizon.net;1974-05-01;FALSE;FALSE;London;N75 9JP
50372235;Xiomara Albero Palomares;(425) 639-1001;jshirley@me.com;1971-11-05;TRUE;FALSE;42 Stanley Road;London
44600839;Moreno del Armas;(912) 744-3841;ranasta@mac.com;1976-06-14;FALSE;FALSE;WC10 7YI;477 London Road
39346220;Mayte Arjona Mir;(420) 734-0267;frikazoyd@live.com;1976-08-13;TRUE;FALSE;London;W39 2MS
43541137;Elena Conde Alonso;(642) 256-2742;osrin@aol.com;1977-01-02;FALSE;FALSE;1 North Road;London
22339732;Celia Peinado Riquelme;(440) 856-1816;pthomsen@verizon.net;1998-03-27;FALSE;FALSE;SE21 8PJ;23 Main Road
33872517;José Mas Diaz;(236) 758-1959;eurohack@optonline.net;1976-11-28;FALSE;FALSE;London;W79 6UG
34246596;Marco del Almansa;(454) 251-7217;csilvers@outlook.com;1986-07-31;FALSE;FALSE;874 Manor Road;London
32093603;Ariel Martorell Quero;(554) 671-5835;rasca@icloud.com;1993-08-18;FALSE;FALSE;EC17 3MA;954 Windsor Road
46323314;Claudia Ibañez Macías;(796) 405-5951;donev@yahoo.com;1974-12-05;FALSE;FALSE;London;WC13 6VO
31603434;Morena Llanos Dalmau;(355) 836-1997;psichel@yahoo.ca;1998-02-03;FALSE;FALSE;823 The Green;London
41598803;Tecla Gertrudis Fortuny Santana;(286) 437-9985;ranasta@att.net;1970-05-17;FALSE;FALSE;W95 4IQ;9 Stanley Road
52937253;Jose Francisco Martí Crespo;(728) 630-9093;lbaxter@verizon.net;1983-07-04;FALSE;FALSE;London;N74 6MB
50698474;Teresita Donaire Prieto;(375) 276-9555;rnewman@yahoo.com;1988-06-14;FALSE;FALSE;45 South Street;London
22177336;Sofía Campillo Meléndez;(303) 888-3580;intlprog@optonline.net;1977-12-31;FALSE;FALSE;SE29 0XB;1 Kings Road
48404033;Paola Anastasia Peral Gracia;(620) 263-0937;jgoerzen@sbcglobal.net;1984-12-03;FALSE;FALSE;London;SW63 0GX
41716888;Fabián Ojeda Duran;(285) 569-3815;shrapnull@mac.com;1972-04-29;FALSE;FALSE;75 The Drive;London
30439482;Pascuala Conde-Amat;(933) 493-1296;teverett@yahoo.com;1984-12-23;FALSE;FALSE;NW49 8JX;919 Queensway
32857667;Vicente de Manzano;(984) 925-1479;jdhedden@verizon.net;1970-04-13;FALSE;FALSE;London;E25 7BW
51803456;Serafina de Suárez;(745) 969-2385;miami@hotmail.com;1977-03-13;FALSE;FALSE;893 Church Lane;London
47458170;Benita Susanita Segarra Comas;(385) 423-8512;reeds@sbcglobal.net;1984-04-03;FALSE;FALSE;SE91 4YS;9633 Highfield Road
43517664;Casemiro Aliaga Arce;(541) 380-9655;jmmuller@hotmail.com;1983-05-29;FALSE;FALSE;London;WC40 6RS
46706364;Renato Machado Pla;(499) 251-4292;mailarc@verizon.net;1993-12-30;FALSE;FALSE;5 Kingsway;London
28879149;Desiderio Mendoza Escobar;(889) 376-3128;sfoskett@sbcglobal.net;1980-12-19;FALSE;FALSE;EC74 0XB;42 Kingsway
37638864;Gerardo Bernat Barros;(899) 319-0739;eurohack@yahoo.ca;1991-02-17;FALSE;FALSE;London;SE59 1ZQ
51616504;Hugo Torrecilla Canals;(799) 736-0563;ahmad@yahoo.com;1973-09-15;FALSE;FALSE;44 Grove Road;London
36159959;Mamen Ortega Ferrer;(897) 495-1662;lstein@hotmail.com;1977-03-13;FALSE;FALSE;W52 6WK;72 The Grove
39916098;Ciríaco del Ruano;(744) 403-9916;bmidd@aol.com;1994-01-16;FALSE;FALSE;London;NW50 1WE
28549706;Reynaldo Gargallo Salcedo;(936) 598-2906;stecoop@msn.com;1971-12-19;FALSE;FALSE;79 The Avenue;London
51265761;Blanca Quero Alcántara;(469) 532-4548;ateniese@icloud.com;1989-02-11;FALSE;FALSE;WC28 1FM;593 New Road
34859299;Concepción Catalán;(947) 361-6058;carcus@mac.com;1979-11-03;FALSE;FALSE;London;SW43 0ZK
27952858;Carolina Bilbao Iñiguez;(949) 882-5871;klaudon@gmail.com;1976-08-19;FALSE;FALSE;85 Victoria Street;London
24340406;Luisina Gonzalez Ferrán;(305) 415-3051;lishoy@gmail.com;1984-12-18;FALSE;FALSE;SW74 5VB;302 Kingsway
30119251;Filomena Larrañaga Andrade;(828) 518-2220;rfisher@hotmail.com;1992-09-01;FALSE;FALSE;London;E48 1ZX
47420088;Marta Roldán-Galván;(723) 679-1851;mxiao@yahoo.com;1973-03-01;FALSE;FALSE;220 Manchester Road;London
24532332;Alma Valderrama Cortés;(274) 482-2742;reziac@att.net;1975-05-31;FALSE;FALSE;SW25 9DQ;650 Queensway
39510471;Alcides Viana Benavente;(596) 753-6330;mailarc@att.net;1978-09-15;FALSE;FALSE;London;SE15 3HN
36787905;Santiago Garmendia Doménech;(493) 751-7562;brainless@msn.com;1981-02-07;FALSE;FALSE;9518 Mill Road;London
48921224;Nerea Torrent-Valverde;(804) 565-3963;akoblin@comcast.net;1989-01-09;FALSE;FALSE;NW19 5DQ;9833 Main Road
26141350;Ángeles del Higueras;(857) 359-0241;geoffr@optonline.net;1977-11-14;FALSE;FALSE;London;NW83 9CK
38796974;Octavio de Andrés;(680) 877-0373;shawnce@gmail.com;1970-09-15;FALSE;FALSE;9 Grange Road;London
51569363;Eligio Herrero-Canet;(644) 440-6033;trygstad@mac.com;1999-02-01;FALSE;FALSE;WC26 5BI;19 The Avenue
40882583;Elías Carbonell Pareja;(788) 977-2844;plover@me.com;1996-07-21;FALSE;FALSE;London;W45 7MN
53423221;Elvira Olmedo Girona;(244) 263-7499;choset@optonline.net;1998-10-08;FALSE;FALSE;575 Park Avenue;London
37922788;Sosimo Landa Aragonés;(837) 287-6032;caidaperl@aol.com;1971-02-21;FALSE;FALSE;SW21 9ZX;5 Mill Road
45597836;Clotilde del Osorio;(212) 363-5006;murdocj@gmail.com;1976-04-25;FALSE;FALSE;London;N91 6SR
40787276;Alcides Tello Fernandez;(315) 840-0702;grossman@verizon.net;1979-03-10;FALSE;FALSE;9505 The Grove;London
28461196;Sigfrido Simó Benavent;(467) 358-4503;bartlett@mac.com;1997-11-11;FALSE;FALSE;SE31 9GQ;51 George Street
36071768;Nerea Leon Puga;(360) 620-0866;claesjac@aol.com;1982-10-23;FALSE;FALSE;London;W96 5MH
33672841;David Ballesteros-Francisco;(229) 275-5223;jadavis@icloud.com;1993-07-22;FALSE;FALSE;437 Queensway;London
41737093;Eva Araceli Marcos Cerdán;(344) 778-8434;vmalik@msn.com;1986-08-11;FALSE;FALSE;NW87 0HE;364 The Green
51965764;Tecla Conesa;(258) 518-2594;slaff@me.com;1981-04-26;FALSE;FALSE;London;EC47 2KO
39965152;Mayte Isern Gárate;(859) 270-2403;kjohnson@gmail.com;1979-05-20;FALSE;FALSE;4 Mill Road;London
27328030;Ignacio Bauzà-Torrens;(611) 486-5321;weazelman@icloud.com;1999-09-07;FALSE;FALSE;SW50 4KB;5 High Street
50957011;Amor Estrada-Querol;(768) 652-3949;ivoibs@icloud.com;1981-09-20;FALSE;FALSE;London;N10 8HK
42561194;Gabino Aranda Godoy;(998) 487-9102;atmarks@aol.com;1994-07-13;FALSE;FALSE;11 The Avenue;London
27901998;Gerónimo Asenjo;(253) 321-2154;hermanab@live.com;1987-05-06;FALSE;FALSE;NW16 9IB;3 Manor Road
42999537;Enrique Andreu Cueto;(532) 409-6324;matty@yahoo.ca;1990-04-05;FALSE;FALSE;London;W64 5TV
39346534;Clara Cantón Farré;(661) 728-1691;enintend@verizon.net;1987-08-23;FALSE;FALSE;76 Queensway;London
44666502;Baudelio Asensio;(570) 540-0876;dsugal@me.com;1978-03-24;FALSE;FALSE;WC10 3BR;21 Alexander Road
33616674;Pepita del Grau;(433) 516-7191;openldap@outlook.com;1998-08-16;FALSE;FALSE;London;N20 5KT
44598377;Alba Batalla Valls;(535) 857-6686;lishoy@comcast.net;1997-04-24;FALSE;FALSE;24 Kings Road;London
31767419;Bernardino Patiño Aguado;(849) 782-9869;temmink@optonline.net;1996-02-04;FALSE;FALSE;WC58 1WY;666 St. John’s Road
40984593;Esteban Vaquero Dominguez;(561) 625-6255;wildixon@optonline.net;1980-08-03;FALSE;FALSE;London;NW49 1FQ
23367538;Anacleto Tomás Torrecilla;(654) 705-7739;peoplesr@outlook.com;1999-04-19;FALSE;FALSE;94 New Road;London
48052001;Severino Nicolau Vizcaíno;(712) 820-6745;psichel@aol.com;1973-03-04;FALSE;FALSE;NW54 0QY;87 St. John’s Road
42644847;Corona Feijoo Pi;(259) 838-4855;wilsonpm@aol.com;1979-04-06;FALSE;FALSE;London;EC54 6EY
31656940;Rafaela Hurtado Reguera;(824) 717-6847;mlewan@live.com;1996-11-02;FALSE;FALSE;73 Chester Road;London
39302443;Zaira Calderón Ariño;(366) 665-1941;okroeger@yahoo.com;1998-04-01;FALSE;FALSE;SE36 8WH;952 London Road
51105108;Aníbal Acero;(305) 495-3592;jgmyers@att.net;1987-02-22;FALSE;FALSE;London;W12 6MQ
24991499;Leocadio Palomo Palomares;(602) 659-7572;torgox@verizon.net;1993-05-23;FALSE;FALSE;386 Richmond Road;London
44529685;Juan Carlos Delgado Durán;(689) 239-4563;eurohack@verizon.net;1974-04-25;FALSE;FALSE;EC70 8TD;515 New Road
35422776;Elvira Bravo-Cano;(207) 205-4139;grinder@mac.com;2000-02-24;FALSE;FALSE;London;WC71 0UF
28424074;Demetrio de Larrañaga;(516) 973-1052;mallanmba@comcast.net;1995-10-01;FALSE;FALSE;16 George Street;London
27925793;Hernando Garay;(556) 265-3355;martyloo@sbcglobal.net;1995-10-05;FALSE;FALSE;NW01 6ER;25 Victoria Street
53942911;Isabela Roma Jurado;(630) 838-5414;smcnabb@yahoo.com;1992-01-16;FALSE;FALSE;London;W60 2PX
41775472;Roberto Tomás-Bermúdez;(762) 570-3297;msherr@yahoo.ca;1970-06-19;FALSE;FALSE;93 St. John’s Road;London
39464609;Yolanda Oliva Polo;(283) 766-9356;grothoff@icloud.com;1990-02-17;FALSE;FALSE;N10 2EQ;9 Broadway
33696838;Rosendo Pinilla Bustamante;(750) 486-9536;budinger@icloud.com;1974-09-29;FALSE;FALSE;London;W10 2TN
31158383;Vanesa Celia Ibáñez Ferrer;(619) 353-7970;arathi@comcast.net;1991-06-26;FALSE;FALSE;5 Church Road;London
42151849;Albina de Fiol;(961) 219-0829;dpitts@sbcglobal.net;1972-08-03;TRUE;FALSE;SE07 3LY;24 Richmond Road
31281240;Georgina Arroyo Araujo;(209) 879-1264;osaru@me.com;1998-05-12;FALSE;FALSE;London;W75 0OS
49777023;Celestina Rodrigo Hidalgo;(332) 532-0822;jramio@gmail.com;1984-03-28;FALSE;FALSE;213 The Drive;London
51571233;Felicidad de Bernal;(487) 640-6779;kudra@comcast.net;1998-06-09;FALSE;FALSE;NW58 3QB;561 Albert Road
30589917;Valeria Almansa-Bárcena;(536) 366-2187;yruan@icloud.com;1993-09-29;FALSE;FALSE;London;SW24 1UB
45665392;Javier Cortina Grau;(363) 544-2841;petersen@msn.com;1976-05-17;FALSE;FALSE;28 Victoria Street;London
38193592;Manolo Isidro Ros Salgado;(461) 271-1631;jbearp@sbcglobal.net;1989-05-27;FALSE;FALSE;SW80 9JL;26 The Drive
46351594;Concepción Bustamante;(857) 335-5320;kjohnson@mac.com;1988-07-28;FALSE;FALSE;London;E73 0ZM
39796678;Viviana Tur Asensio;(634) 371-1153;jaesenj@comcast.net;2000-01-04;FALSE;FALSE;27 Church Road;London
26060966;Emilia Valentín Coello;(439) 244-2458;offthelip@yahoo.ca;1977-10-20;FALSE;FALSE;WC52 1ML;1 Kings Road
24223780;Bárbara Arcos Cases;(320) 535-5081;jeffcovey@me.com;1997-07-07;FALSE;FALSE;London;E54 2MI
45204718;Martín Giménez Herrera;(993) 964-1956;pgolle@aol.com;1984-09-07;FALSE;FALSE;40 Woodland Dr.;New York, NY 10011
41307748;Gastón Real Barriga;(748) 245-9826;mdielmann@verizon.net;1986-02-13;FALSE;FALSE;9453 South Pineknoll Drive;Freeport, NY 11520
29031685;Estefanía Peñas;(381) 532-2238;gerlo@optonline.net;1982-09-26;FALSE;FALSE;847 S. Manor St.;New York, NY 10031
46090497;Loreto Estrella Viñas Juan;(907) 754-8902;sarahs@verizon.net;1981-04-14;FALSE;FALSE;7071 Third St.;Bronx, NY 10472
45025418;Emperatriz Quirós Aguirre;(531) 907-4416;galbra@comcast.net;1981-02-19;FALSE;FALSE;8215 Atlantic St.;Brooklyn, NY 11218
52192908;Leocadio Escalona;(572) 498-8666;kaiser@comcast.net;1994-01-06;FALSE;FALSE;735 N. Yukon Street;Brooklyn, NY 11215
34495966;Carina Barroso Lopez;(716) 425-2898;kildjean@hotmail.com;1974-01-07;TRUE;FALSE;3 Holly Ave.;Ridgewood, NY 11385
23622803;Damián Tomas Solís;(762) 419-8629;cliffordj@yahoo.ca;1981-05-01;FALSE;FALSE;770 Carson St.;Bronx, NY 10463
